game_id,stint_id,home_lineup,away_lineup,n_pos,home_points,away_points,minutes,margin
0022000002,1,2544_201188_203076_203471_203484,201586_201587_201976_202331_202695,22,8,17,5.33,-40.90909090909091
0022000002,2,2544_203076_203471_203484_1626149,201587_201976_202331_202695_1627826,7,2,5,1.0499999999999998,-42.857142857142854
0022000002,3,202083_203076_203471_1626149_1628398,101150_202335_202695_1627826_1628379,13,5,11,2.589999999999999,-46.15384615384615
0022000002,4,202083_203076_203471_1626149_1628398,101150_202331_202335_1627826_1628379,7,0,4,1.1300000000000008,-57.142857142857146
0022000002,5,2544_202083_202693_1626149_1628398,101150_202331_202335_1627826_1628379,4,2,0,1.4399999999999995,50
0022000002,6,2544_202083_202693_1626149_1628398,202331_202335_1627826_1628379_1629611,3,1,0,0.4499999999999993,33.333333333333336
0022000002,7,2544_202693_1626149_1627936_1628398,101150_202331_202335_202704_1627826,9,0,2,1.17,-22.22222222222222
0022000002,8,2544_202693_1626149_1627936_1628398,201586_201587_201976_202331_202704,8,3,0,1.92,37.5
0022000002,9,2544_202693_1626149_1627936_1628398,201586_201587_201976_202331_202695,3,0,0,0.4599999999999991,0
0022000002,10,202693_203484_1626149_1627936_1629659,201586_201587_201976_202331_202695,5,2,0,0.9700000000000024,40
0022000002,11,202693_203484_1626149_1627936_1629659,201586_201587_201976_202695_1628379,2,0,0,0.35999999999999943,0
0022000002,12,203076_203484_1626149_1627936_1629659,201586_201587_201976_202695_1628379,3,5,0,0.5,166.66666666666666
0022000002,13,203076_203484_1626149_1627936_1629659,201587_201976_202695_1627826_1628379,6,5,3,0.9399999999999977,33.333333333333336
0022000002,14,203076_203484_1626149_1627936_1629659,101150_201587_202695_1627826_1628379,4,2,3,0.3999999999999986,-25
0022000002,15,201188_203076_203484_1627936_1629659,101150_201587_202331_202695_1627826,3,2,2,0.3500000000000014,0
0022000002,16,2544_201188_203076_203471_203484,101150_201587_202331_202695_1627826,6,7,2,1.1999999999999993,83.33333333333333
0022000002,17,2544_202693_203076_203471_1628398,101150_201587_202331_202695_1627826,2,2,0,0.3099999999999987,100
0022000002,18,2544_202693_203076_203471_1628398,101150_202331_202335_202695_1627826,1,0,0,0,0
0022000002,19,2544_202693_203076_203471_1628398,101150_201586_202331_202335_202695,10,6,3,1.6499999999999986,30
0022000002,20,2544_202693_203076_203471_1628398,101150_201586_202331_202695_1628379,22,14,15,5.099999999999998,-4.545454545454546
0022000002,21,2544_203076_203471_203484_1626149,201586_201587_201976_202331_202695,1,0,0,0.3000000000000007,0
0022000002,22,2544_203076_203471_203484_1626149,101150_201587_202331_202695_1627826,8,5,3,1.3399999999999999,25
0022000002,23,202083_203076_203471_1626149_1628398,101150_201587_202331_202695_1627826,1,0,1,0,-100
0022000002,24,202083_203076_203471_1626149_1628398,101150_202335_202695_1627826_1628379,11,1,2,2.6199999999999974,-9.090909090909092
0022000002,25,202083_202693_203471_1626149_1628398,101150_202331_202335_1627826_1628379,4,0,3,0.30000000000000426,-75
0022000002,26,2544_202083_202693_1626149_1628398,101150_202331_202335_1627826_1628379,15,9,9,3.450000000000003,0
0022000002,27,2544_202693_1626149_1627936_1628398,201976_202331_202335_1627826_1628379,8,7,8,2.229999999999997,-12.5
0022000002,29,203076_203484_1626149_1627936_1629659,201587_201976_202331_202695_1627826,9,2,8,1.8999999999999986,-66.66666666666667
0022000002,30,203076_203484_1626149_1627936_1629659,101150_201587_201976_202695_1627826,1,0,2,1.1000000000000014,-200
0022000002,31,203076_203471_203484_1627936_1628398,101150_201586_201587_202331_202695,3,2,3,1.230000000000004,-33.333333333333336
0022000002,32,203471_203484_1626149_1628398_1629659,101150_201586_201587_202331_202695,2,0,0,0.5999999999999943,0
0022000002,33,202693_203471_1626149_1628398_1629659,101150_201586_201587_202695_1628379,8,9,2,1.6400000000000006,87.5
0022000002,34,202693_1626149_1626188_1628398_1629659,101150_201586_201587_202695_1628379,2,2,2,0.14999999999999858,0
0022000002,35,202693_1626149_1626188_1628398_1629659,202335_1628379_1629599_1629611_1629662,3,2,0,0.9299999999999997,66.66666666666667
0022000001,1,201142_201599_202681_203915_203925,201939_203952_1626162_1629672_1630164,24,18,8,4.67,41.666666666666664
